DATE,EUR_3M,EUR_6M,EUR_2Y,EUR_10Y
6/22/12,0.023,0.104,0.133,1.58
6/25/12,0.023,0.116,0.072,1.462
6/26/12,0.093,0.105,0.097,1.504
6/27/12,0.04,0.088,0.123,1.566
6/28/12,0.041,0.09,0.103,1.512
6/29/12,0.042,0.091,0.12,1.581
7/2/12,0.064,0.097,0.096,1.518
7/3/12,0.043,0.082,0.088,1.531
7/4/12,0.043,0.078,0.07,1.452
7/5/12,0.022,0.021,0.012,1.381
7/6/12,0.023,0.016,-0.013,1.326
7/9/12,0,-0.005,-0.005,1.32
7/10/12,0.007,-0.011,-0.005,1.319
7/11/12,-0.02,-0.016,-0.018,1.27
7/12/12,-0.021,-0.011,-0.037,1.248
7/13/12,-0.011,0,-0.045,1.258
7/16/12,-0.021,0,-0.058,1.231
7/17/12,0,0,-0.05,1.231
7/18/12,-0.022,0,-0.063,1.198
7/19/12,-0.023,0,-0.056,1.216
7/20/12,-0.023,-0.006,-0.077,1.166
7/23/12,-0.023,0.006,-0.066,1.174
7/24/12,0,0,-0.072,1.235
7/25/12,-0.02,0.012,-0.064,1.261
7/26/12,-0.021,0.006,-0.053,1.32
7/27/12,-0.021,0.006,-0.032,1.397
7/30/12,0,0,-0.083,1.374
7/31/12,0,0.005,-0.094,1.284
8/1/12,-0.022,-0.005,-0.078,1.367
8/2/12,-0.023,-0.005,-0.092,1.225
8/3/12,0,0,-0.024,1.422
8/6/12,0,-0.005,-0.062,1.394
8/7/12,0,-0.005,-0.033,1.483
8/8/12,0,-0.005,-0.055,1.42
8/9/12,0,0,-0.06,1.433
8/10/12,0,-0.006,-0.077,1.384
8/13/12,0,-0.017,-0.049,1.401
8/14/12,-0.021,-0.022,-0.038,1.467
8/15/12,-0.033,-0.017,-0.025,1.562
8/16/12,-0.023,-0.006,-0.039,1.525
8/17/12,-0.023,-0.017,-0.044,1.494
8/20/12,-0.023,-0.017,-0.025,1.508
8/21/12,0,-0.006,0.003,1.556
8/22/12,0,-0.018,0.005,1.46
8/23/12,-0.021,-0.018,-0.015,1.376
8/24/12,-0.021,-0.012,-0.015,1.353
8/27/12,0,-0.018,-0.004,1.351
8/28/12,0,0.008,-0.015,1.34
8/29/12,0,0.005,-0.002,1.38
8/30/12,0,-0.005,-0.04,1.321
8/31/12,0,0,-0.037,1.333
9/3/12,0,0,-0.04,1.377
9/4/12,-0.02,-0.011,-0.035,1.39
9/5/12,-0.02,0,-0.017,1.478
9/6/12,0,0,0.032,1.558
9/7/12,-0.021,-0.006,0.03,1.518
9/10/12,-0.021,-0.006,0.038,1.546
9/11/12,0,-0.006,0.043,1.542
9/12/12,0,0,0.076,1.616
9/13/12,-0.012,0.006,0.058,1.553
9/14/12,0,0.012,0.101,1.705
9/17/12,0,0.012,0.081,1.671
9/18/12,0,-0.006,0.073,1.636
9/19/12,0,-0.012,0.066,1.621
9/20/12,0,-0.018,0.041,1.573
9/21/12,0,-0.018,0.032,1.596
9/24/12,-0.011,0,0.038,1.558
9/25/12,0,-0.006,0.067,1.583
9/26/12,0,-0.006,0.036,1.455
9/27/12,-0.012,-0.013,0.039,1.457
9/28/12,0,-0.013,0.018,1.441
10/1/12,0,-0.013,0.044,1.449
10/2/12,-0.02,-0.005,0.039,1.455
10/3/12,0,-0.011,0.029,1.446
10/4/12,0,0.005,0.039,1.446
10/5/12,0,-0.006,0.055,1.52
10/8/12,-0.021,-0.006,0.042,1.474
10/9/12,0,0,0.037,1.473
#########,0,0,0.043,1.489
#########,0,0,0.047,1.501
#########,0,0,0.039,1.444
#########,-0.023,0,0.05,1.472
#########,-0.02,0,0.079,1.543
#########,-0.02,-0.006,0.095,1.633
#########,-0.021,-0.012,0.109,1.632
#########,-0.021,-0.012,0.109,1.593
#########,-0.021,0,0.12,1.617
#########,-0.021,0.005,0.104,1.571
#########,-0.022,0.005,0.078,1.555
#########,-0.023,0,0.08,1.582
#########,-0.023,-0.011,0.048,1.536
#########,-0.023,-0.005,0.027,1.457
#########,0,0.005,0.038,1.478
#########,0,0,0.035,1.462
11/1/12,0,0,0.016,1.454
11/2/12,-0.021,-0.011,0.003,1.449
11/5/12,0,0,-0.011,1.427
11/6/12,0,0,-0.008,1.438
11/7/12,0,0,-0.041,1.379
11/8/12,-0.011,0,-0.035,1.363
11/9/12,0,0,-0.036,1.347
#########,0,0.012,-0.038,1.343
#########,0,0.012,-0.036,1.338
#########,0,0,-0.025,1.341
#########,0,0,-0.032,1.338
#########,0,0,-0.036,1.33
#########,0,0,-0.024,1.355
#########,0,-0.006,-0.002,1.417
#########,0,0,0.007,1.43
#########,-0.023,-0.013,0.007,1.43
#########,-0.023,-0.013,-0.005,1.435
#########,-0.023,-0.013,-0.002,1.413
#########,-0.023,-0.005,0.017,1.439
#########,-0.024,0,-0.015,1.368
#########,-0.025,0,-0.015,1.366
#########,-0.025,0,0.007,1.385
12/3/12,-0.025,0,0.022,1.409
12/4/12,-0.026,0,0.012,1.393
12/5/12,-0.022,0,0.012,1.347
12/6/12,-0.023,-0.011,-0.05,1.295
12/7/12,-0.023,-0.012,-0.08,1.294
#########,-0.023,-0.012,-0.075,1.305
#########,0,0,-0.073,1.318
#########,0,0,-0.058,1.334
#########,0,0,-0.058,1.352
#########,0,0,-0.045,1.347
#########,-0.011,0,-0.013,1.372
#########,0,0,-0.003,1.41
#########,0,0,-0.008,1.429
#########,0,0,-0.008,1.416
#########,0,0.006,-0.013,1.375
#########,0.036,0.006,-0.013,1.375
#########,0.036,0.006,-0.013,1.375
#########,0.036,0.006,-0.013,1.375
#########,0.025,0.013,-0.003,1.314
#########,0.025,0.007,-0.017,1.308
#########,-0.013,0.007,-0.021,1.314
1/1/13,-0.013,0.007,-0.021,1.314
1/2/13,0,0,0.029,1.441
1/3/13,0,0,0.047,1.478
1/4/13,0,0.012,0.073,1.535
1/7/13,0,0.012,0.068,1.515
1/8/13,0,0.012,0.063,1.49
1/9/13,0,0.012,0.055,1.476
1/10/13,0.021,0.024,0.095,1.56
1/11/13,0.021,0.024,0.132,1.582
1/14/13,0,0.024,0.134,1.55
1/15/13,0,0.024,0.135,1.576
1/16/13,0.022,0.018,0.122,1.565
1/17/13,0.011,0.05,0.194,1.607
1/18/13,0.023,0.051,0.181,1.554
1/21/13,0.023,0.038,0.197,1.593
1/22/13,0,0.039,0.168,1.572
1/23/13,0,0.039,0.155,1.543
1/24/13,0,0.04,0.174,1.571
1/25/13,0,0.053,0.254,1.636
1/28/13,0.021,0.047,0.296,1.692
1/29/13,0.021,0.054,0.27,1.69
1/30/13,0.022,0.068,0.285,1.71
1/31/13,0.022,0.057,0.266,1.679
2/1/13,0.023,0.046,0.245,1.672
2/4/13,0.023,0.058,0.201,1.611
2/5/13,0.02,0.058,0.232,1.65
2/6/13,0.02,0.059,0.211,1.63
2/7/13,0.02,0.048,0.173,1.604
2/8/13,0.01,0.048,0.178,1.609
2/11/13,0.021,0.049,0.181,1.609
2/12/13,0.021,0.049,0.187,1.629
2/13/13,0.021,0.062,0.221,1.671
2/14/13,0.022,0.05,0.179,1.642
2/15/13,0.022,0.051,0.184,1.652
2/18/13,0.023,0.051,0.177,1.629
2/19/13,0.02,0.054,0.174,1.621
2/20/13,0.02,0.065,0.196,1.653
2/21/13,0.02,0.055,0.166,1.573
2/22/13,0.01,0.033,0.125,1.567
2/25/13,0.032,0.044,0.121,1.555
2/26/13,0.011,0.034,0.068,1.452
2/27/13,0.011,0.034,0.07,1.451
2/28/13,0.022,0.023,0.037,1.453
3/1/13,0.011,0.017,0.027,1.41
3/4/13,0.018,0.03,0.03,1.418
3/5/13,0.024,0.027,0.054,1.449
3/6/13,0.02,0.028,0.037,1.456
3/7/13,0.023,0.038,0.083,1.491
3/8/13,0.023,0.034,0.086,1.524
3/11/13,0.03,0.04,0.076,1.516
3/12/13,0.028,0.04,0.068,1.48
3/13/13,0.028,0.039,0.057,1.48
3/14/13,0.029,0.035,0.061,1.472
3/15/13,0.023,0.032,0.044,1.454
3/18/13,0.018,0.031,0.019,1.406
3/19/13,0.022,0.048,0.001,1.346
3/20/13,0.022,0.043,0.02,1.386
3/21/13,0.025,0.045,0.026,1.365
3/22/13,0.025,0.043,0.026,1.378
3/25/13,0.013,0.039,0.009,1.326
3/26/13,0.009,0.036,0.003,1.344
3/27/13,0.009,0.032,-0.021,1.269
3/28/13,0.014,0.035,-0.026,1.288
3/29/13,0.014,0.035,-0.026,1.288
4/1/13,0.014,0.035,-0.026,1.288
4/2/13,0.012,0.026,-0.007,1.306
4/3/13,0.02,0.028,-0.003,1.287
4/4/13,0.012,0.019,-0.012,1.238
4/5/13,0.015,0.029,0.011,1.211
4/8/13,0.021,0.033,0.021,1.236
4/9/13,0.021,0.033,0.03,1.26
4/10/13,0.017,0.033,0.047,1.303
4/11/13,0.004,0.029,0.028,1.301
4/12/13,0.011,0.03,0.014,1.26
4/15/13,0.009,0.028,0.013,1.244
4/16/13,0.012,0.032,0.026,1.276
4/17/13,0.012,0.026,0.005,1.228
4/18/13,0.008,0.02,0.012,1.225
4/19/13,0.004,0.024,0.019,1.25
4/22/13,0.008,0.018,0.01,1.231
4/23/13,0.006,0.022,0.016,1.26
4/24/13,0.006,0.018,0.011,1.238
4/25/13,0.002,0.018,0.009,1.237
4/26/13,0.002,0.016,-0.002,1.205
4/29/13,0.007,0.006,-0.001,1.203
4/30/13,-0.002,0.008,0.011,1.215
5/1/13,-0.002,0.008,0.011,1.206
5/2/13,-0.002,-0.005,-0.032,1.165
5/3/13,0,0.005,-0.002,1.239
5/6/13,0.002,0.004,-0.004,1.243
5/7/13,0.004,0.007,0.027,1.298
5/8/13,0,0.007,0.01,1.269
5/9/13,0.004,0.004,0.004,1.269
5/10/13,0.007,0.011,0.049,1.379
5/13/13,0.005,0.013,0.025,1.355
5/14/13,0.016,0.017,0.025,1.373
5/15/13,0.012,0.018,0.022,1.382
5/16/13,0.01,0.009,-0.01,1.33
5/17/13,0.008,0.01,-0.032,1.325
5/20/13,0.006,0.012,-0.007,1.376
5/21/13,0.006,0.022,0.005,1.39
5/22/13,0.007,0.016,-0.005,1.426
5/23/13,0.009,0.022,0.007,1.443
5/24/13,0.005,0.018,0.007,1.43
5/27/13,0.009,0.03,0.027,1.456
5/28/13,0.01,0.034,0.037,1.497
5/29/13,0.008,0.038,0.078,1.532
5/30/13,0.012,0.031,0.079,1.516
5/31/13,0.01,0.025,0.067,1.504
6/3/13,0.021,0.033,0.097,1.521
6/4/13,0.021,0.043,0.102,1.542
6/5/13,0.022,0.038,0.1,1.51
6/6/13,0.025,0.046,0.134,1.52
6/7/13,0.032,0.053,0.177,1.545
6/10/13,0.03,0.06,0.198,1.6
6/11/13,0.04,0.066,0.205,1.6
6/12/13,0.042,0.063,0.175,1.584
6/13/13,0.035,0.061,0.148,1.561
6/14/13,0.029,0.052,0.125,1.513
6/17/13,0.036,0.059,0.134,1.52
6/18/13,0.041,0.061,0.174,1.569
6/19/13,0.039,0.06,0.162,1.557
6/20/13,0.041,0.068,0.244,1.664
6/21/13,0.036,0.072,0.262,1.724
6/24/13,0.044,0.099,0.268,1.811
6/25/13,0.079,0.094,0.236,1.803
6/26/13,0.052,0.075,0.2,1.766
6/27/13,0.037,0.061,0.182,1.724
6/28/13,0.029,0.058,0.187,1.728
7/1/13,0.042,0.054,0.195,1.719
7/2/13,0.043,0.056,0.173,1.703
7/3/13,0.043,0.059,0.166,1.659
7/4/13,0.025,0.033,0.111,1.647
7/5/13,0.016,0.032,0.111,1.718
7/8/13,0.018,0.038,0.09,1.697
7/9/13,0.028,0.039,0.08,1.653
7/10/13,0.024,0.039,0.104,1.657
7/11/13,0.025,0.044,0.117,1.622
7/12/13,0.029,0.048,0.101,1.559
7/15/13,0.021,0.044,0.117,1.577
7/16/13,0.032,0.052,0.088,1.55
7/17/13,0.028,0.056,0.086,1.542
7/18/13,0.031,0.057,0.073,1.518
7/19/13,0.027,0.062,0.084,1.518
7/22/13,0.032,0.074,0.1,1.514
7/23/13,0.045,0.082,0.133,1.55
7/24/13,0.044,0.081,0.159,1.645
7/25/13,0.045,0.076,0.154,1.67
7/26/13,0.046,0.073,0.149,1.665
7/29/13,0.051,0.069,0.159,1.663
7/30/13,0.047,0.072,0.151,1.667
7/31/13,0.052,0.072,0.15,1.669
8/1/13,0.047,0.072,0.152,1.666
8/2/13,0.046,0.077,0.151,1.65
8/5/13,0.048,0.077,0.167,1.686
8/6/13,0.045,0.078,0.169,1.701
8/7/13,0.04,0.074,0.165,1.686
8/8/13,0.043,0.075,0.162,1.686
8/9/13,0.042,0.072,0.16,1.679
8/12/13,0.059,0.086,0.166,1.701
8/13/13,0.049,0.095,0.223,1.807
8/14/13,0.056,0.091,0.216,1.821
8/15/13,0.056,0.095,0.229,1.882
8/16/13,0.05,0.093,0.218,1.88
8/19/13,0.053,0.096,0.226,1.896
8/20/13,0.065,0.095,0.204,1.84
8/21/13,0.064,0.098,0.248,1.87
8/22/13,0.07,0.098,0.26,1.919
8/23/13,0.065,0.099,0.281,1.934
8/26/13,0.064,0.094,0.265,1.893
8/27/13,0.066,0.098,0.235,1.846
8/28/13,0.067,0.096,0.25,1.875
8/29/13,0.074,0.101,0.233,1.855
8/30/13,0.071,0.104,0.235,1.855
9/2/13,0.074,0.097,0.26,1.904
9/3/13,0.087,0.111,0.281,1.94
9/4/13,0.08,0.108,0.274,1.94
9/5/13,0.077,0.11,0.328,2.041
9/6/13,0.077,0.112,0.265,1.949
9/9/13,0.087,0.117,0.255,1.959
9/10/13,0.084,0.116,0.27,2.026
9/11/13,0.076,0.116,0.251,2.045
9/12/13,0.079,0.115,0.225,1.999
9/13/13,0.075,0.119,0.22,1.975
9/16/13,0.072,0.123,0.208,1.937
9/17/13,0.079,0.113,0.212,1.963
9/18/13,0.064,0.112,0.236,2
9/19/13,0.064,0.108,0.186,1.92
9/20/13,0.059,0.106,0.209,1.942
9/23/13,0.057,0.092,0.194,1.917
9/24/13,0.058,0.091,0.18,1.845
9/25/13,0.061,0.088,0.188,1.822
9/26/13,0.061,0.083,0.188,1.83
9/27/13,0.048,0.081,0.167,1.777
9/30/13,0.058,0.08,0.166,1.778
10/1/13,0.063,0.087,0.168,1.804
10/2/13,0.056,0.084,0.16,1.81
10/3/13,0.058,0.083,0.154,1.792
10/4/13,0.063,0.087,0.173,1.84
10/7/13,0.064,0.089,0.16,1.802
10/8/13,0.071,0.102,0.17,1.81
10/9/13,0.067,0.097,0.173,1.811
#########,0.065,0.089,0.18,1.868
#########,0.062,0.083,0.178,1.863
#########,0.062,0.072,0.174,1.858
#########,0.055,0.074,0.198,1.913
#########,0.056,0.075,0.214,1.928
#########,0.052,0.072,0.18,1.867
#########,0.048,0.074,0.172,1.831
#########,0.049,0.072,0.181,1.847
#########,0.047,0.066,0.153,1.795
#########,0.05,0.07,0.158,1.766
#########,0.054,0.079,0.174,1.764
#########,0.05,0.08,0.183,1.755
#########,0.055,0.074,0.188,1.749
#########,0.059,0.091,0.179,1.74
#########,0.062,0.095,0.154,1.687
#########,0.056,0.078,0.113,1.673
11/1/13,0.059,0.081,0.112,1.691
11/4/13,0.057,0.084,0.113,1.676
11/5/13,0.06,0.087,0.138,1.742
11/6/13,0.056,0.084,0.132,1.74
11/7/13,0.054,0.072,0.084,1.684
11/8/13,0.057,0.076,0.098,1.757
#########,0.048,0.078,0.094,1.753
#########,0.049,0.082,0.1,1.789
#########,0.06,0.081,0.098,1.735
#########,0.058,0.077,0.102,1.7
#########,0.059,0.08,0.107,1.705
#########,0.074,0.092,0.105,1.68
#########,0.075,0.088,0.116,1.719
#########,0.067,0.076,0.097,1.714
#########,0.072,0.086,0.097,1.74
#########,0.077,0.091,0.133,1.746
#########,0.078,0.093,0.128,1.722
#########,0.085,0.1,0.121,1.686
#########,0.084,0.105,0.129,1.716
#########,0.087,0.104,0.119,1.694
#########,0.086,0.101,0.114,1.692
12/2/13,0.091,0.117,0.128,1.743
12/3/13,0.094,0.112,0.122,1.724
12/4/13,0.085,0.11,0.165,1.814
12/5/13,0.07,0.119,0.205,1.86
12/6/13,0.077,0.136,0.213,1.841
12/9/13,0.095,0.163,0.224,1.838
#########,0.131,0.163,0.216,1.834
#########,0.132,0.167,0.231,1.813
#########,0.157,0.181,0.25,1.838
#########,0.161,0.19,0.242,1.827
#########,0.199,0.212,0.251,1.834
#########,0.191,0.208,0.229,1.826
#########,0.182,0.194,0.231,1.846
#########,0.16,0.176,0.214,1.871
#########,0.134,0.162,0.222,1.869
#########,0.137,0.178,0.225,1.88
#########,0.153,0.177,0.225,1.89
#########,0.153,0.177,0.223,1.89
#########,0.153,0.177,0.223,1.89
#########,0.167,0.173,0.239,1.954
#########,0.146,0.168,0.206,1.929
#########,0.145,0.172,0.207,1.925
1/1/14,0.145,0.172,0.207,1.925
1/2/14,0.117,0.161,0.211,1.94
1/3/14,0.077,0.151,0.206,1.942
1/6/14,0.083,0.138,0.209,1.906
1/7/14,0.097,0.144,0.212,1.885
1/8/14,0.1,0.137,0.226,1.903
1/9/14,0.103,0.133,0.21,1.914
1/10/14,0.107,0.133,0.184,1.842
1/13/14,0.114,0.139,0.179,1.816
1/14/14,0.135,0.156,0.202,1.813
1/15/14,0.143,0.167,0.212,1.824
1/16/14,0.155,0.165,0.175,1.779
1/17/14,0.141,0.156,0.17,1.752
1/20/14,0.164,0.181,0.162,1.74
1/21/14,0.166,0.17,0.157,1.738
1/22/14,0.162,0.166,0.169,1.756
1/23/14,0.157,0.16,0.154,1.708
1/24/14,0.144,0.153,0.123,1.657
1/27/14,0.157,0.156,0.132,1.664
1/28/14,0.161,0.169,0.121,1.676
1/29/14,0.152,0.165,0.108,1.74
1/30/14,0.137,0.151,0.092,1.714
1/31/14,0.103,0.119,0.066,1.658
2/3/14,0.113,0.134,0.076,1.643
2/4/14,0.128,0.123,0.08,1.649
2/5/14,0.127,0.127,0.074,1.635
2/6/14,0.149,0.146,0.12,1.694
2/7/14,0.142,0.141,0.09,1.66
2/10/14,0.152,0.159,0.11,1.678
2/11/14,0.15,0.153,0.104,1.685
2/12/14,0.143,0.149,0.124,1.714
2/13/14,0.137,0.137,0.105,1.666
2/14/14,0.138,0.142,0.11,1.678
2/17/14,0.14,0.146,0.111,1.683
2/18/14,0.146,0.141,0.108,1.666
2/19/14,0.14,0.132,0.108,1.66
2/20/14,0.141,0.135,0.122,1.689
2/21/14,0.138,0.139,0.118,1.661
2/24/14,0.138,0.141,0.126,1.678
2/25/14,0.137,0.145,0.12,1.645
2/26/14,0.132,0.142,0.098,1.616
2/27/14,0.131,0.133,0.088,1.562
2/28/14,0.148,0.148,0.127,1.623
3/3/14,0.141,0.145,0.105,1.55
3/4/14,0.15,0.15,0.111,1.597
3/5/14,0.15,0.15,0.117,1.604
3/6/14,0.168,0.174,0.162,1.646
3/7/14,0.188,0.195,0.177,1.652
3/10/14,0.193,0.194,0.165,1.624
3/11/14,0.189,0.191,0.166,1.637
3/12/14,0.184,0.191,0.158,1.595
3/13/14,0.185,0.185,0.14,1.54
3/14/14,0.185,0.186,0.15,1.545
3/17/14,0.187,0.194,0.155,1.566
3/18/14,0.196,0.19,0.157,1.566
3/19/14,0.192,0.19,0.172,1.598
3/20/14,0.201,0.195,0.208,1.645
3/21/14,0.203,0.2,0.205,1.63
3/24/14,0.208,0.202,0.185,1.577
3/25/14,0.193,0.195,0.168,1.576
3/26/14,0.191,0.191,0.159,1.567
3/27/14,0.176,0.176,0.135,1.535
3/28/14,0.176,0.182,0.141,1.548
3/31/14,0.189,0.193,0.158,1.565
4/1/14,0.196,0.198,0.172,1.572
4/2/14,0.186,0.194,0.187,1.615
4/3/14,0.199,0.198,0.181,1.602
4/4/14,0.197,0.192,0.161,1.552
4/7/14,0.193,0.192,0.168,1.538
4/8/14,0.191,0.19,0.171,1.556
4/9/14,0.193,0.189,0.18,1.574
4/10/14,0.182,0.181,0.157,1.52
4/11/14,0.194,0.189,0.156,1.502
4/14/14,0.192,0.188,0.154,1.525
4/15/14,0.192,0.185,0.124,1.471
4/16/14,0.188,0.185,0.132,1.484
4/17/14,0.189,0.187,0.169,1.514
4/18/14,0.189,0.187,0.169,1.514
4/21/14,0.189,0.187,0.169,1.514
4/22/14,0.191,0.19,0.169,1.533
4/23/14,0.193,0.189,0.171,1.521
4/24/14,0.196,0.197,0.183,1.529
4/25/14,0.182,0.195,0.168,1.483
4/28/14,0.196,0.198,0.17,1.496
4/29/14,0.186,0.175,0.142,1.498
4/30/14,0.186,0.181,0.14,1.468
5/1/14,0.19,0.181,0.14,1.468
5/2/14,0.186,0.184,0.124,1.449
5/5/14,0.189,0.191,0.136,1.457
5/6/14,0.186,0.191,0.146,1.459
5/7/14,0.184,0.19,0.147,1.472
5/8/14,0.173,0.169,0.116,1.445
5/9/14,0.171,0.17,0.132,1.454
5/12/14,0.173,0.17,0.129,1.463
5/13/14,0.172,0.153,0.107,1.42
5/14/14,0.154,0.133,0.099,1.367
5/15/14,0.122,0.111,0.087,1.305
5/16/14,0.134,0.117,0.092,1.329
5/19/14,0.121,0.113,0.089,1.342
5/20/14,0.114,0.12,0.077,1.35
5/21/14,0.119,0.123,0.081,1.423
5/22/14,0.124,0.12,0.063,1.407
5/23/14,0.121,0.113,0.061,1.412
5/26/14,0.12,0.109,0.053,1.415
5/27/14,0.113,0.105,0.052,1.388
5/28/14,0.11,0.101,0.05,1.337
5/29/14,0.112,0.1,0.059,1.353
5/30/14,0.115,0.106,0.061,1.357
6/2/14,0.119,0.107,0.059,1.368
6/3/14,0.116,0.105,0.058,1.407
6/4/14,0.113,0.096,0.053,1.431
6/5/14,0.061,0.058,0.045,1.403
6/6/14,0.075,0.065,0.051,1.351
6/9/14,0.081,0.07,0.058,1.378
6/10/14,0.063,0.064,0.063,1.403
6/11/14,0.052,0.052,0.038,1.396
6/12/14,0.029,0.033,0.032,1.386
6/13/14,0.008,0.005,0.026,1.361
6/16/14,0,0.004,0.026,1.353
6/17/14,0.015,0.019,0.042,1.399
6/18/14,0.009,0.018,0.036,1.374
6/19/14,0.005,0.021,0.032,1.321
6/20/14,0.009,0.028,0.035,1.343
6/23/14,0.012,0.028,0.038,1.322
6/24/14,0.02,0.028,0.035,1.319
6/25/14,0.018,0.028,0.029,1.26
6/26/14,0.019,0.023,0.023,1.244
6/27/14,0.019,0.024,0.033,1.261
6/30/14,0.023,0.023,0.025,1.244
7/1/14,0.017,0.013,0.019,1.246
7/2/14,0.017,0.019,0.025,1.286
7/3/14,0.009,0.013,0.02,1.288
7/4/14,0.011,0.013,0.018,1.264
7/7/14,0.002,0.023,0.015,1.255
7/8/14,0.01,0.024,0.015,1.218
7/9/14,0.012,0.014,0.02,1.227
7/10/14,0.006,0.015,0.016,1.198
7/11/14,0.004,0.011,0.016,1.202
7/14/14,0.004,0.007,0.021,1.208
7/15/14,0.009,0.004,0.019,1.203
7/16/14,0.004,0.01,0.017,1.191
7/17/14,0,0.008,0.017,1.148
7/18/14,0.018,0.019,0.025,1.154
7/21/14,0.018,0.02,0.022,1.147
7/22/14,0.016,0.019,0.029,1.165
7/23/14,0.01,0.019,0.025,1.145
7/24/14,0.01,0.015,0.031,1.176
7/25/14,0.01,0.013,0.024,1.146
7/28/14,0.015,0.021,0.031,1.147
7/29/14,0.011,0.019,0.028,1.119
7/30/14,0.011,0.015,0.034,1.169
7/31/14,0.011,0.019,0.022,1.154
8/1/14,0.007,0.017,0.018,1.13
8/4/14,0.007,0.022,0.022,1.134
8/5/14,0.008,0.021,0.026,1.167
8/6/14,0.008,0.016,0.005,1.1
8/7/14,0,0.016,0.004,1.061
8/8/14,0,0.009,0.006,1.052
8/11/14,0,0.007,-0.004,1.058
8/12/14,-0.002,0.003,-0.007,1.058
8/13/14,0,0.003,-0.011,1.026
8/14/14,0.002,-0.005,0.003,1.017
8/15/14,0,-0.002,-0.014,0.952
8/18/14,0,0.008,-0.005,1.013
8/19/14,0,0.004,-0.01,1
8/20/14,0.004,0.004,0.001,0.989
8/21/14,0.006,0.005,0.005,0.992
8/22/14,0.006,0.006,0.002,0.981
8/25/14,-0.008,-0.01,-0.035,0.947
8/26/14,-0.004,-0.004,-0.02,0.938
8/27/14,0,0.001,-0.02,0.909
8/28/14,0.004,0.008,-0.02,0.883
8/29/14,0,-0.003,-0.033,0.89
9/1/14,-0.005,-0.001,-0.047,0.881
9/2/14,0.002,0,-0.036,0.93
9/3/14,-0.006,-0.005,-0.023,0.954
9/4/14,-0.056,-0.048,-0.08,0.969
9/5/14,-0.053,-0.052,-0.074,0.928
9/8/14,-0.056,-0.058,-0.072,0.952
9/9/14,-0.054,-0.055,-0.077,0.996
9/10/14,-0.066,-0.055,-0.07,1.046
9/11/14,-0.068,-0.055,-0.076,1.039
9/12/14,-0.058,-0.049,-0.06,1.082
9/15/14,-0.054,-0.044,-0.073,1.066
9/16/14,-0.028,-0.025,-0.06,1.06
9/17/14,-0.028,-0.025,-0.069,1.049
9/18/14,-0.029,-0.024,-0.058,1.081
9/19/14,-0.038,-0.033,-0.071,1.042
9/22/14,-0.034,-0.033,-0.067,1.01
9/23/14,-0.03,-0.03,-0.051,1.012
9/24/14,-0.035,-0.034,-0.057,1.003
9/25/14,-0.039,-0.033,-0.067,0.972
9/26/14,-0.035,-0.036,-0.071,0.971
9/29/14,-0.033,-0.03,-0.071,0.963
9/30/14,-0.03,-0.032,-0.083,0.946
10/1/14,-0.028,-0.039,-0.087,0.901
10/2/14,-0.036,-0.037,-0.075,0.902
10/3/14,-0.028,-0.035,-0.068,0.925
10/6/14,-0.03,-0.035,-0.072,0.906
10/7/14,-0.03,-0.035,-0.067,0.905
10/8/14,-0.031,-0.04,-0.067,0.907
10/9/14,-0.043,-0.044,-0.064,0.905
#########,-0.039,-0.039,-0.057,0.886
#########,-0.037,-0.026,-0.048,0.894
#########,-0.048,-0.035,-0.053,0.837
#########,-0.057,-0.036,-0.064,0.755
#########,-0.056,-0.039,-0.054,0.819
#########,-0.053,-0.033,-0.054,0.858
#########,-0.043,-0.032,-0.066,0.848
#########,-0.028,-0.031,-0.051,0.87
#########,-0.031,-0.031,-0.046,0.87
#########,-0.034,-0.03,-0.046,0.901
#########,-0.03,-0.029,-0.04,0.891
#########,-0.023,-0.015,-0.046,0.868
#########,-0.016,-0.019,-0.049,0.876
#########,-0.026,-0.021,-0.041,0.897
#########,-0.025,-0.037,-0.045,0.844
#########,-0.032,-0.034,-0.058,0.84
11/3/14,-0.017,-0.016,-0.05,0.852
11/4/14,-0.017,-0.017,-0.055,0.806
11/5/14,-0.018,-0.012,-0.061,0.826
11/6/14,-0.016,-0.015,-0.061,0.826
11/7/14,-0.018,-0.015,-0.061,0.816
#########,-0.019,-0.009,-0.053,0.834
#########,-0.012,-0.005,-0.05,0.826
#########,-0.012,-0.013,-0.048,0.809
#########,-0.013,-0.014,-0.047,0.798
#########,-0.015,-0.012,-0.046,0.784
#########,-0.011,-0.01,-0.039,0.801
#########,-0.015,-0.01,-0.03,0.796
#########,-0.013,-0.005,-0.016,0.848
#########,-0.016,-0.01,-0.023,0.798
#########,-0.025,-0.013,-0.041,0.769
#########,-0.028,-0.01,-0.039,0.78
#########,-0.024,-0.018,-0.039,0.747
#########,-0.024,-0.022,-0.044,0.735
#########,-0.025,-0.021,-0.042,0.7
#########,-0.028,-0.021,-0.034,0.7
12/1/14,-0.015,-0.019,-0.028,0.727
12/2/14,-0.013,-0.013,-0.032,0.741
12/3/14,-0.015,-0.016,-0.034,0.747
12/4/14,-0.018,-0.01,-0.019,0.772
12/5/14,-0.016,-0.012,-0.017,0.78
12/8/14,-0.021,-0.008,-0.037,0.712
12/9/14,-0.008,-0.008,-0.037,0.685
#########,-0.004,-0.011,-0.031,0.68
